 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
30/11/2016,Zone Manager,1,Former Employee - Zone Manager,ProsYou get to drive a company car.,"ConsDo not work here- they do not value their employees. First they said I would be working in the city in which I lived| then told me that the job was actually across the country| but that I'd be given relocation. After being employed for 8 weeks| I was then told I would NOT be receiving the relocation package they promised. After being employed for 10 months| my salary was reduced by nearly 25% because of an ""administrative error"" that they realized during an audit. When I finally left the company| they did not pay me my final paycheck or my leftover PTO| at least not until I got a lawyer involved. They also sent me 3 different versions of my W2| which of course created a nightmare when trying to complete my taxes. I could go on and on...",-2,,
26/10/2016,Service Writer,5,Former Employee - Service Writer,ProsLoved the environment and the people. Product line is amazing and processes are smooth.,ConsHad a bit of discrepancy when it came down to issues dealing with warranty.,0,,
23/10/2016,Human Resources,4,Current Employee - Anonymous Employee,ProsRotations - typically human resources professional rotate assignments every 2-3 years. Your skills are developed in so many different aspects at one company.,ConsThere is an expectation of rotating in and out of plant assignments. Manufacturing is a tough environment with very long hours. The management teams will make you feel valued - but sometimes that doesn't make up for the long hours and time spent away from home.,-1,,
8/11/2016,Manager,2,Current Employee - Manager,ProsSalary| benefits| cars and trucks.,ConsManagement is uptight with infighting at the director and VP level.,-1,,
25/10/2016,Graduate Business Development,4,Current Employee - Graduate Business Development,ProsDecent SalaryGood company values and cultureFuture progression,ConsCan't think of a negative thing to say about the company,0,,
8/11/2016,If the face fits....,2,Current Employee - Machine Operator,ProsGood money| frequent overtime| set hours and staff perks (Gym| development fund| subsidised food)..,ConsPractices/Policies are out of date| if you look the part (faces fits| i.e. white| straight and non-disabled) and work hard| there is a good chance of progress. Otherwise equality is non-existence and personally| my advice would be to anyone with a disability would be to avoid the Company - but that is easier said than done. Also staff perks are not all accessible with ease - so you tend to give it a miss and lose out. As for communication - ha..... Smoke signals are more advance than any method that Ford uses to communicate with its staff.,-1,,
24/10/2016,interview,4,Former Employee - Anonymous Employee,Prosvery good company| lot of potentialgood people who are friendly and helpfuldecent pay and benefitshas a nice location,Consnot the best selection processtiring interviews and testsaccount managers do not help unless asked,0,,
7/11/2016,Poor marketing acumen throughout,3,Former Employee - Senior Market Research Manager,ProsGood resume builderDecent work hours (at least in the US)International opportunitiesStable managementGood leadership teamGood long-term strategy,"ConsVery poor marketing skills throughout: marketing people are career sales people who one day graduate into marketing. Hard to instill branding ideas into most of them.Personnel rankings| bonuses and compensation more often than not have little to do with performance| and much with politics and ""what's the chance that this person would leave if we pass them up for someone who is a higher flight risk"".",0,,
7/11/2016,Driver,3,Current Employee - Anonymous Employee,ProsFlexible| room to advance to sales,ConsDoesn't pay enough and no sense of time by managers,0,,
20/10/2016,Positive,4,Current Employee - Financial Analyst,ProsLearn a lot and great exposure to top management| treated fairly and great people to work with on a daily basis,ConsI don't really have a down side| if I had to pick one it would be the location| I wish it was not in Dearborn,-1,,
3/11/2016,Process Coach,2,Former Employee - Entertainment Mogul,ProsFord has a high turn over rate| but if you prove your self you can get fast tracked to the top,ConsFord motor company is too devised between salary and union,-2,,
21/10/2016,Great Company,5,Current Employee - Anonymous Employee,ProsFamily atmosphere and great benefits,ConsOnly a con to lazy people| but expect to work hard.,0,,
28/10/2016,Boring...,2,Current Employee - Electrical Systems Engineer,ProsNot stressful| stable pay| sense of family| as long as the company sells F-150's and some other SUV's| we are cool.,"ConsBoring| lots of old systems and processes| lots of bureaucracy and backstabbing| careless managers.The pay is steady| but the growth is super slow while your soul gets crashed.The Dearborn campus area is in general dull| kinda disgusting| very old and dirty. Some cafeterias are really bad (only pizza and burgers) and very expensive. They said remodeling is coming| but I guess by the time that happens| this place would be plagued by Indians| the only people that love this kind of environment.Lots of untalented people even though there is a very stringent online system that filters out lots of great local people so that in the end we end up with importing unfit| cheap labor| specially from India| who drag down our annual incentives and make our kids rethink STEM.I think bad decisions are being taken: a lot of investment in ""mobility"" and software| yet no clear path on how to execute that vision and generate revenue. A lot of dependency on trucks| yet we says its unprofitable to sell small cars. Toyota somehow is the number 1...Example| ""let's reduce the weight of the gas tank as much as we can| like paper wall| so that it costs next to nothing to manufacture""| ""let's add a four-figure dollar software feature that nobody uses but looks cool"".No clear strategy on how to top Tesla in the EV world. Old roots seem to be too entangled to allow green innovation; maybe engineering politics have to do with it| along with cross ""favors"" from suppliers.",-6,,
21/10/2016,Supply Chain FCG,4,Current Employee - Anonymous Employee,ProsFun industry to work in,ConsCyclical businessBuildings are outdatedCommute in and out of Dearborn is brutal,0,,
20/10/2016,Development Engineer,5,Current Employee - Anonymous Employee,ProsVery good payment| holiday| benefits and stability + safety,ConsSlow progress after reaching a certain level,0,,
20/10/2016,Analyst,5,Former Employee - Anonymous Employee,ProsEveryone was very friendly and wanted you to succeed. Everyone I worked with made sure I understood the project in detail| so I would be able to follow along in meetings and understand what was going on.,ConsI had no cons in the department I was in.,0,,
