 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,,
15/3/2017,More progressive than expected| still old-school corporate America,3,Current Employee - Anonymous Employee,ProsBenefits are nice| work-life balance is goodCollaboration facilities aren't bad,"ConsOffice facilities are outdated but view is nice. Upper level management can be very old-school| having the mindset that ""if it's not broken don't fix it""| making innovation difficult to achieve. Large teams makes decision-making a lot slower.",0,,
28/2/2017,Great place to work| learn,4,Former Employee - Quality Engineer,ProsBenefits| Work/Life Balance| Driven and capable teammates,ConsPolitics| opportunities for advancement in chosen field,0,,
27/2/2017,Great experience,5,Current Employee - Anonymous Employee,Prostechnical acknowledge| parts| logistic and people,Consmanagment| usefull process| benefits| schedule,0,,
27/2/2017,Sales,5,Former Employee - Anonymous Employee,ProsGreat company to work for.,ConsWish they paid more than most.,0,,
25/2/2017,Entry Level Software Developer,5,Former Employee - Software Development Engineer,ProsGeneral Motors was a great place to go right out of college! I accepted a position as a software developer and ended up working in Computer Aided Engineering applications within the GPD area.Flexible hours| reasonable expectations| and a great place to learn.,ConsSlow moving and old feeling! Not a bad thing| but its also not a place filled with passion or excitement! This is both a pro and a con depending on the person I suppose.,0,,
24/2/2017,Great experience with General Motors,5,Current Employee - Anonymous Employee,ProsGreat learning opportunities| new challenges everyday.,ConsI have no cons to share,0,,
19/2/2017,Great Great Great,4,Current Employee - Anonymous Employee,ProsGreat company ;lots of room for advancement great educational benefits. You need to take responsibility for your own growth,ConsBig company easy to get lost in the maze. Some managers need to adopt a better approach to growing the team,-2,,
8/3/2017,Salary and benefits are great| management not so great,3,Current Employee - Software Developer,ProsSalary and benefits are very competitive. Work life balance is good,ConsManagement is probably the the worst I've ever seen in my 30 year career. Leadership skills are sorely missing,-1,,
30/3/2017,IT has no leadership or ownership,1,Current Employee - Senior Solutions Architect,Prosits a paycheck if that's all your looking for. Forget it if you want to actually make an impact. Innovation is an espoused value not enacted.,ConsNo leadership| no ownership. Machiavellian politics at its best. Deflection by management at every level| You have to compromise your work ethic to be here. Nothing is proactive.,-2,,
22/2/2017,Product Engineering Manager,5,Current Employee - Product Engineering Manager,ProsCommitment with employees| career opportunities,ConsBureocracy| complex organization| local tough economic enviroment,0,,
28/3/2017,Cheap company,1,Former Employee - Software Test Lead,ProsRetirement plan and vacation.Company closes for a week around Christmas.No other pros apart from that.Car benefitsNo vendors,ConsPoor healthcarePay for coffeeNo company sponsored employee events. Employee had pay to attend company BBQNo phone sets on desksCompany does not pay for employee lunch when traveling on company businessMicro managementHigh employee turnover,-1,,
20/2/2017,Would recommend,5,Current Employee - Anonymous Employee,ProsGood pay| workplace of choice| management seems solid.,ConsJobs can be slow sometimes| lots of red tape,0,,
19/2/2017,Good Employer,4,Former Employee - Anonymous Employee,ProsHigh pressure| but very pro team environment,Consdistance from plant to home & pay is generally lower than other companies as large!,0,,
18/2/2017,Senior Financial Analyst,5,Current Employee - Senior Financial Analyst,ProsLots of opportunity as many managers are retiring,ConsRequires 3 - 5 years to advance to 8th level if not part of Track Program or Manager High Potential List,0,,
19/2/2017,Teaching at General Motors,4,Former Employee - Anonymous Employee,ProsA low-pressure environment in which to teach classes.,ConsMost of the employees didn't seem to have a good opinion of their employer which spilled over into their motivation.,0,,
17/2/2017,Great,5,Current Employee - Information Security Analyst,ProsGreat leadership| awesome initiatives| interesting work.,ConsLarge company so there is some red tape to cut through on every task.,0,,
17/2/2017,Program Manager,5,Current Employee - Senior Program Manager,ProsGood Benefits| Interesting work| large organization,ConsHard to standout in the crowd.,0,,
16/2/2017,College Hire - Operations Engineer,5,Current Employee - Anonymous Employee,ProsTheir IT sector transformed immensely. GM seems to have taken past mistakes and downturns seriously and put effort in 2011 to transform the company. They insourced 90% of IT within these past 5 years| growing IT employee count from 2000 in 2011 to 12000 now| which is AMAZINGWith that| there's a sense of stability and positivity the company is going in right direction.Flexibility| work life balance is really good (so far at least)| two vehicle discounts (unlike other auto companies who give just one)| and pretty relaxing environment...very nice buildings and campusLast but not least| the technology is very new...they even give new laptops| and are in the process of upgrading to Windows 10.One of the most amazing things I've seen in my life are the data centers hosting the servers...magnificent architecture!Lastly| the hierarchy for the company is pretty short| which is really good. It feels like you're just 2 steps away from the CEO,ConsA bit slow towards the beginning...but thts typical of every company really...you don't just dive in to the work first day| gotta go through training and wat not,0,,
